Date,Description,Amount,Balance
16/04/2025,SAINSBURYS S/MKTS TOTTENHAM,-23.35,-116.82
16/04/2025,GOOGLE *Google One650-253-0000,-7.99,-93.47
16/04/2025,GOOGLE *Google Plag.co/helppay#,-22.99,-85.48
16/04/2025,PAYPAL PAYMENT,-11.99,-62.49
16/04/2025,SCOTTISH PROVIDENT,-72.54,-50.50
15/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-4.40,22.04
15/04/2025,The garden house  London,-16.00,26.44
14/04/2025,FD YS WONG        Food,-600.00,42.44
14/04/2025,FD YS WONG        Mortgage,-1020.47,642.44
14/04/2025,404758 31113879   INTERNAL TRANSFER,1821.00,1662.91
14/04/2025,SAINSBURYS S/MKTS LOWHALL 0433,-54.85,-158.09
14/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-3.50,-103.24
14/04/2025,LS THE CASTLE CAFELONDON,-5.85,-99.74
14/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-6.20,-93.89
14/04/2025,CAFE TPT          LONDON,-80.30,-87.69
14/04/2025,CASTLE CLIMBING   LONDON,-79.00,-7.39
14/04/2025,CLASSPASS* MONTHLYBRISTOL,-1.00,71.61
14/04/2025,TOUGHTAGS         DOUNE,-24.40,72.61
14/04/2025,Amazon.co.uk*RH9EIAMAZON.CO.UK,-41.30,97.01
14/04/2025,AMZNMktplace      amazon.co.uk,34.98,138.31
12/04/2025,OisinMulvihillApr OisinMulvihill,-100.00,103.33
12/04/2025,404758 31113879   INTERNAL TRANSFER,300.00,203.33
11/04/2025,404758 31113879   INTERNAL TRANSFER,90.00,-96.67
11/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-10.50,-186.67
11/04/2025,ARAMARK1903736    LONDON,-6.48,-176.17
11/04/2025,ECSI LTD          MITCHAM,-3.95,-169.69
11/04/2025,NYX*AramarkLtd    London,-2.10,-165.74
11/04/2025,The garden house  London,-27.50,-163.64
10/04/2025,PAYPAL PAYMENT,-22.49,-136.14
09/04/2025,SAINSBURYS S/MKTS LOWHALL 0433,-64.10,-113.65
09/04/2025,Vinted            Vilnius,-13.69,-49.55
09/04/2025,Vinted            Vilnius,-9.49,-35.86
09/04/2025,INGLESPORT LTD    INGLETON,-61.83,-26.37
09/04/2025,Pest control      n179en,-269.00,35.46
09/04/2025,404758 31113879   INTERNAL TRANSFER,100.00,304.46
09/04/2025,404758 31113879   INTERNAL TRANSFER,269.00,204.46
08/04/2025,INT'L 1550945760  Tradeinn Retal SerCelra,-33.98,-64.54
08/04/2025,SumUp  *Coffee JoiLondon,-4.70,-30.56
08/04/2025,SP V12 OUTDOOR    LLANBERIS,-360.00,-25.86
08/04/2025,AMZNMktplace*R68EXamazon.co.uk,-171.14,334.14
07/04/2025,SAINSBURYS S/MKTS LOWHALL 0433,-33.04,505.28
07/04/2025,MCDONALDS         ALFRETON,-11.00,538.32
07/04/2025,DONINGTON PARK COSEAST MIDLANDS,-4.65,549.32
07/04/2025,HORIZON PARKING (EPARKING,-3.00,553.97
07/04/2025,404758 31113879   INTERNAL TRANSFER,172.00,556.97
07/04/2025,404758 31113879   INTERNAL TRANSFER,360.00,384.97
07/04/2025,THAMES WATER,-57.00,24.97
07/04/2025,AVIVA,-14.70,81.97
04/04/2025,TFL TRAVEL CH     TFL.GOV.UK/CP,-10.40,96.67
04/04/2025,ARAMARK1903736    LONDON,-8.69,107.07
04/04/2025,SAINSBURYS S/MKTS LOWHALL 0433,-77.29,115.76
04/04/2025,Tesla Inc.        West Drayton,-22.03,193.05
03/04/2025,INT'L 1544088586  MOSCOVA M2        MILANO            EUR 2.20 @ 1.1956 MAS Rate,-1.84,215.08
03/04/2025,INT'L 1544088585  MOSCOVA M2        MILANO            EUR 2.20 @ 1.1956 MAS Rate,-1.84,216.92
03/04/2025,INT'L 1544083923  PIZZA E MOZZARELLAMILANO            EUR 38.00 @ 1.1930MAS Rate,-31.85,218.76
03/04/2025,INT'L 1544067252  STOW YOUR BAGS MILMILANO            EUR 14.99 @ 1.1934MAS Rate,-12.56,250.61
03/04/2025,INT'L 1544067251  STOW YOUR BAGS MILMILANO            EUR 6.49 @ 1.1930 MAS Rate,-5.44,263.17
03/04/2025,INT'L 1544045772  RYANAIR           DUBLIN            EUR 8.50 @ 1.1938 MAS Rate,-7.12,268.61
03/04/2025,DL/Service-WhitechLondon,-3.80,275.73
03/04/2025,HMSHost Intl      Essex,-6.99,279.53
03/04/2025,BOOTS 1977        STANSTED AIRP,-5.90,286.52
03/04/2025,Revolut**1991*    London,-100.00,292.42
03/04/2025,FIRST DIRECT VISA,-106.12,392.42
02/04/2025,404758 31113879   INTERNAL TRANSFER,1000.00,498.54
01/04/2025,INT'L 1541498335  FNM*TRENORD TVM 20COMO              EUR 15.60 @ 1.1944MAS Rate,-13.06,-501.46
01/04/2025,INT'L 1541491735  CENTRALE M2       MILANO            EUR 4.40 @ 1.1956 MAS Rate,-3.68,-488.40
01/04/2025,Revolut**1991*    London,-200.00,-484.72
01/04/2025,Revolut**1991*    London,-60.00,-284.72
01/04/2025,Revolut**1991*    London,-150.00,-224.72
01/04/2025,Revolut**1991*    London,-100.00,-74.72
01/04/2025,PAYPAL PAYMENT,-12.99,25.28
01/04/2025,OCTOPUS,-265.14,38.27
01/04/2025,GOCARDLESS,-118.00,303.41
